Country or Area,Year,Exports of goods and services,Final consumption expenditure,General government final consumption expenditure,Gross capital formation,Gross Domestic Product (GDP),Gross fixed capital formation (including Acquisitions less disposals of valuables),Household consumption expenditure (including Non-profit institutions serving households),Imports of goods and services
Lesotho,2001,409442790.6,1050235863,256168299.9,282833389.5,805150596.3,289678179.3,794067563.4,962275075.3
Lesotho,2002,467752557,1015403514,256469598.5,206670064.2,748566622.4,222598593.8,758933915.3,941646131.2
Lesotho,2003,626513973.1,1508486054,382097772.2,295142171.9,1104654004,326828617.6,1126388282,1347555351
Lesotho,2004,748649109.5,1868828995,466377118.3,346473857.7,1406768979,357770929.3,1402451876,1598031204
Lesotho,2005,719763684.2,2067384649,532719185.3,317236611.5,1559647487,316737853.8,1534665463,1650076602
Lesotho,2006,823467509.1,2114123212,536680576,311323827.1,1628601318,337257877,1577442636,1697737809
Lesotho,2007,895714305.2,2326829055,604883383.9,407973948.5,1820820338,384511681.9,1721945671,1880626476
Lesotho,2008,935018040.5,2300355515,630024174.7,481697679.4,1870717522,453201408.1,1670331340,1911931966
Lesotho,2009,779282511.3,2448902200,717158967.4,517067655.4,1865968857,479452685.4,1731743232,1986907846
Lesotho,2010,941235550.8,3100410259,894704738.1,677768641.9,2385943550,634217830.9,2205705521,2412533549
Lesotho,2011,1230758796,3456495306,972852984,631853313.6,2788010571,701489830.9,2483642322,2632453780
Lesotho,2012,1035834966,3402726194,999469318.8,858158161.2,2678504924,863774556.8,2403256875,2686807077
Lesotho,2013,904863609.1,3155829086,875685185.6,749311631.3,2526020562,708245741.4,2280143900,2250133341
Lesotho,2014,931258199.2,3069893998,957043564.2,821679190.7,2614576999,714519009.8,2112850434,2151620922
Lesotho,2015,1012112238,2714737405,817190070.2,660183397.5,2464560223,657416955.9,1897547335,2048938955
Lesotho,2016,967977326.9,2552713009,759601890.6,617339518.2,2304601354,553976238.1,1793111119,1914308251
Lesotho,2017,1088937927,2972158972,875062833,691744597.5,2578713331,623193532.3,2097096139,2165331802
Lesotho,2018,1148924863,2971836140,874422746.3,756566020.8,2631238867,683066921.6,2097413394,2246088158
Liberia,1970,186344708,195192395,35002692,68608381,316498842,62089032,160189703,133646642
Liberia,1971,195425229,213508660,41211595,70238218,333728549,58751747,172297065,145443558
Liberia,1972,213275826,224607075,42996655,82733636,361668613,70781497,181610420,158947923
Liberia,1973,336507486,258169278,57121610,71810024,422903922,87212459,201047668,245724927
Liberia,1974,415355709,316514923,65791855,114855238,517358584,119037356,250723068,338751549
Liberia,1975,411785608,337425512,74666105,221040231,621809529,164428635,262759407,379348694
Liberia,1976,476455431,378430668,91088568,205841803,644352164,210533935,287342100,455136830
Liberia,1977,468193198,492775891,122403451,250213053,720344306,238992737,370372441,532353007
Liberia,1978,510014377,551835556,141783997,222978286,789196247,265309479,410051559,559587775
Liberia,1979,564687919,604673046,159736503,285608051,909151629,303560557,444936543,599164890
Liberia,1980,625787641,624257598,185645233,250111051,934958356,200027639,438612364,626297655
Liberia,1981,551529548,864270364,204107754,202067696,1075416316,183197164,660162610,572134128
Liberia,1982,520826682,890281097,226854395,240726786,1115197437,196967553,663426702,488083759
Liberia,1983,472783328,909967652,172486862,194621486,1107343216,186767265,737480790,488797779
Liberia,1984,498794061,887833028,163408606,198497596,1091634773,172282857,724424421,419741832
Liberia,1985,479617520,861006272,140049948,136989862,1076436345,129033637,720956324,329265282
Liberia,1986,468601210,821531159,145660106,125259531,1057973824,117303307,675871053,331713351
Liberia,1987,446976600,874980666,146782138,129951663,1111321328,122811462,728198528,363946260
Liberia,1988,461359006,887017005,139029919,121179416,1181499306,117609315,747987086,327939245
Liberia,1989,531842993,814390958,144436072,102818898,1217506321,98738783,669954886,280711913
Liberia,1990,203857598,492502101,77257565,64311864,595204667,62407209,415244536,165466898
Liberia,1991,78983031,501336631,59627225,49516829,538842935,48027922,441709406,90993555
Liberia,1992,118175038,286474452,44919526,37416789,346067230,36281688,241554926,95999049
Liberia,1993,88693272,204999017,32193394,26734923,248363238,25926363,172805623,72063973
Liberia,1994,73100066,168959559,26534975,22033126,204698379,21367478,142424584,59394371
Liberia,1995,74536332,172278298,27056843,22474749,208724217,21786029,145221455,60565163
Liberia,1996,72082831,190010382,50633606,109779724,246814839,109779724,139376775,125058099
Liberia,1997,122262869,322264026,85876365,186178887,418607741,186178887,236387661,212098040
Liberia,1998,149234125,393375116,104828248,227268872,510980027,227268872,288546868,258898086
Liberia,1999,179904912,474228427,126373215,273976668,616003407,273976668,347855212,312106600
Liberia,2000,202358560,645334612,48579098,48370766,644944279,48370766,596755514,251119658
Liberia,2001,216683550,455020888,42944231,166491316,637808642,166491316,412076656,200387111
Liberia,2002,290860147,427924450,24319576,179249268,686682868,179249268,403604874,211350996
Liberia,2003,190768086,402130985,22769824,125906937,529063491,125906937,379361161,189742516
Liberia,2004,435427960,1506635000,70034857,137003813,643917921,137003813,1436600143,1435148852
Liberia,2005,417319239,1643595772,79069027,137394334,706232558,137394334,1564526745,1492076786
Liberia,2006,672284182,1572062040,76221232,158636252,815419829,158636252,1495840809,1587562646
Liberia,2007,208000000,972000000,149000000,269000000,949000000,269000000,823000000,499000000
Liberia,2008,254000000,1364000000,189000000,192000000,1101000000,192000000,1175000000,709000000
Liberia,2009,153000000,1369000000,222000000,208000000,1155000000,208000000,1147000000,574000000
Liberia,2010,215000000,1509000000,280000000,242000000,1292000000,242000000,1229000000,674000000
Liberia,2011,374000000,1592000000,374000000,569000000,1538000000,569000000,1218000000,996000000
Liberia,2012,479000000,1584000000,461000000,738000000,1734000000,738000000,1123000000,1067000000
Liberia,2013,558000000,1417000000,456000000,1107000000,1936000000,1107000000,961000000,1146000000
Liberia,2014,613000000,1979000000,481000000,466000000,2053000000,466000000,1498000000,1006000000
Liberia,2015,424159377,2069790235,491754483,486931895,2074548664,486931895,1578035753,1189364938
Liberia,2016,481398479,2029213739,479686324,500558879,2140387016,500558879,1549527415,1249217155
Liberia,2017,547125281,1986452188,488583101,511768913,2145368675,511768913,1497869087,1224683890
Liberia,2018,582204144,1934396111,497493279,320871077,2121563931,453933727,1436902832,1192217202
Libya,1970,3110660738,1800139372,564998797.6,708302844.3,3978874521,699486149,1235140575,1366157812
Libya,1971,3494439180,2283770537,816983307.6,866728219.5,4880522698,831660245.8,1466787229,1480681908
Libya,1972,3873406767,2840259838,998106324.1,1406895933,5844722462,1366184289,1842153514,2032124108
Libya,1973,5278899443,4030556952,1418256619,2273718502,8003296604,2182660850,2612300329,3333546017
Libya,1974,10739238016,6163556874,2670769951,3571201440,14021762538,3405219041,3492786924,5836516934
Libya,1975,8856054098,7721552498,3225121483,4005893049,13649119897,3667025241,4496431015,6808520383
Libya,1976,12428323729,8693961935,3658411289,4079093312,17718579720,4261912904,5035550645,6831819037
Libya,1977,14798047147,9908648479,4324559621,4850991815,20809491530,4757362889,5584088858,7964869316
Libya,1978,12845419204,11498330860,5224801805,5384208894,20537231307,5326521921,6273529055,8990418793
Libya,1979,20709847144,13335156474,6197001598,6818032051,28332395338,6450584935,7138154876,11533650697
Libya,1980,28199905020,18067474334,7259077325,8915868907,38185792234,8605191180,10808397012,15336657804
Libya,1981,19019419257,23881046860,9235565800,10755554479,33436648169,10083859261,14645481061,20959333329
Libya,1982,17703793340,22588610278,8958507325,8302102618,32845049122,8581135731,13630102953,16023233745
Libya,1983,15973311696,21916642510,8904771102,7312344613,31794290634,7676119874,13011871408,13664772002
Libya,1984,14299333798,19964607804,8307496088,7185372491,28934855394,7062113716,11657111716,12905322775
Libya,1985,13344808389,19811220359,8098727775,5769598771,29887037520,5660608175,11712492584,9038590002
Libya,1986,8385710256,17267606297,7007984780,5131345354,24319923827,4692110101,10259621517,6464738077
Libya,1987,6146070124,19875419608,5850951573,3897013298,22642653915,3439670070,14024468034,7275487005
Libya,1988,6218548028,22526334552,8265301701,4772120229,25559956214,3951235758,14261032852,7957799357
Libya,1989,7944284928,23094394209,9046770309,4613493860,27057741203,4152898372,14047623900,8593354798
Libya,1990,12334686769,22641129431,7585025243,5787332482,31088348328,4312107742,15056104189,9675180172
Libya,1991,11639619411,28846179903,9103270481,4511789275,34409289639,3962757854,19742909421,10586000140
Libya,1992,11150918009,30148353865,10524419019,4431334323,36447724815,3850676723,19623934846,9282881385
Libya,1993,9314949023,28697534525,7533942076,5367757041,32976898433,5314750883,21163592445,10403342155
Libya,1994,8319419452,25463363760,6959092794,5026663255,30772527897,5009064841,18504270965,8036918569
Libya,1995,8255418116,22939841440,6313231722,3439823781,28292444617,3297292572,16626609718,6342638717
Libya,1996,8964390137,24943976762,7456198660,4848712308,31284185648,4211480863,17487778100,7472893559
Libya,1997,8892049102,27451521226,7819428963,4101622459,33193980353,3951943622,19632092262,7251212432
Libya,1998,5790089806,26774355143,7834782731,3575514203,29896770649,3277046289,18939572412,6243188503
Libya,1999,8028651508,27636425373,7379801890,3763422958,33639771436,3654686518,20256623482,5788728405
Libya,2000,13560031538,25791679772,7926458785,5015414187,38470506545,4853202364,17865220987,5896618952
Libya,2001,11788858618,12311724893,5824928762,15810651452,34061327343,16699627862,6486796130,5849907620
Libya,2002,11124582525,9016548170,3304533211,11348149694,21912650459,11814683840,5712014959,9576629930
Libya,2003,15448538377,11108893002,2985482403,11305373138,26235922005,11445500048,8123410597,11626882511
Libya,2004,21769630873,13519917360,4525517767,9909758844,33292748664,9909758844,8994399593,11907323763
Libya,2005,31669146014,14747732781,4787418621,12643642852,45451480854,12643642852,9960314160,13609723053
Libya,2006,43356646304,15263743827,5840855359,11792234131,55076733207,11792234131,9422888468,15336658579
Libya,2007,45535533541,17661091326,7555806554,17964705658,62668056574,17964705658,10105284772,18494009094
Libya,2008,68280177905,25798157216,13595470582,33853091048,95326564977,33853091048,12202686634,32605916331
Libya,2009,50583705204,31086280885,17677275612,23736511752,68838153863,23736511752,13409005273,36567263130
Libya,2010,57568008958,29646927099,16691508060,30667797444,80942419624,30667797444,12955419038,36940313876
Libya,2011,24133107575,29869266757,16797123648,6300864160,40587263612,6300864160,13072143109,19714938724
Libya,2012,77497608767,49483457268,29127076879,15462323705,1.01E+11,15462323705,20356380389,41277768966
Libya,2013,58520374278,47748101056,30865555079,13418462190,65825571415,13418462190,16882545977,53863360975
Libya,2014,26961446504,52055134748,34423715867,7494037686,33817926825,7494037686,17631418880,52692692113
Libya,2015,6560915004,17043965142,10434859193,6642535704,17665671751,6642535704,6609105949,12581744098
Libya,2016,2902878261,17693196918,8995753843,5162826499,15319677668,5162826499,8697443074,10439224010
Libya,2017,13847763530,17545021254,10502497684,8041853887,25120262050,8041853887,7042523570,14314376620
Libya,2018,18798855532,23668767356,13893195736,11056166900,34376772204,11056166900,9775571620,19147017583
Liechtenstein,1970,46568374.63,71998990.33,9145417.617,42055331.72,110617914.6,37000181.54,62853572.71,46668954.56
Liechtenstein,1971,51497598.93,83248608.92,11082883.46,49294741.59,128776606.8,45772893.84,72165725.46,51491271.66
Liechtenstein,1972,60397611.33,99243251.71,13168565.82,57464179.11,153393255.5,55326928.08,86074685.89,59226388.44
Liechtenstein,1973,81923873.32,134604829.8,18277836.44,76123098.66,206184278.4,73612118.09,116326993.7,80849145.32
Liechtenstein,1974,103725239.9,164040545.5,22768180.93,91389501.75,248169749.9,83112129.59,141272364.6,104736226.6
Liechtenstein,1975,115307354.8,197911090,28429968.18,77365120.09,285702666.1,83371145.78,169481121.5,99881150.88
Liechtenstein,1976,139123846.7,228506635.5,33462276.67,78764087.55,322289800.2,80643592.14,195044358.8,119520461.7
Liechtenstein,1977,177077311.1,269330025.8,38429587.39,91906625.09,375994027.2,94759696.72,230900438.4,156845027.2
Liechtenstein,1978,235552425.3,370185319.2,53001988.81,133683775.7,522496381.4,136012703.5,317183330.3,208826696
Liechtenstein,1979,284617682,448977275.5,64002639.08,176396381.9,627057634.7,166227612.6,384974636.4,275121680.5
Liechtenstein,1980,323245845.6,488535180.7,68757457.23,219506281.5,684834945.1,197883812.2,419777723.4,337557544.5
Liechtenstein,1981,298923006.9,432563012.9,62074884.22,177701888.2,608055192.4,177470947.7,370488128.1,294195715.8
Liechtenstein,1982,283613687.9,449492285.2,65792530.11,181624672.6,628590315.9,174124087.2,383699755.1,278713308.4
Liechtenstein,1983,279221357.7,463118377.3,68665448.53,187225756.8,637894962.9,180812669.4,394452928.8,284734585.5
Liechtenstein,1984,305026189.3,449756693.7,66921379.92,170187191.4,634269483.5,178311978.1,382835313.8,285562206
Liechtenstein,1985,330847445.3,479929113.5,72663085.92,188109364.4,681299778.4,193870148.2,407266027.6,311544187.6
Liechtenstein,1986,450378660.7,704785472.1,109068962.8,300045348.4,1008539923,294174929.2,595716509.3,440111192.3
Liechtenstein,1987,531520550.8,886082046,136662857.3,372186644.7,1270065533,374290419.9,749419188,511958086.3
Liechtenstein,1988,626117058,997192419.9,159334458.4,440646893.3,1453601816,452436542.7,837857961.5,603480122.3
Liechtenstein,1989,661830337,982155959.5,165627882.7,450722369.9,1451249607,459086916.6,816528076.8,639736728.2
Liechtenstein,1990,739389619.9,1173085626,203176560.4,573775886.4,1755860468,546274944.9,969909065.6,730303246
Liechtenstein,1991,768918939.8,1304649304,228253797.8,561028894.2,1898795352,566065704.5,1076395506,735763002.3
Liechtenstein,1992,841951844.1,1431249387,253746141.4,540977769.2,2033116060,544132159.2,1177503246,781154091.8
Liechtenstein,1993,833037908.8,1411731041,247032221,511109771.6,2010774074,504097283.7,1164698820,744976813.6
Liechtenstein,1994,914017518.6,1558144379,275320695.3,587367898.9,2245567708,568291617.5,1282823684,813999075.1
Liechtenstein,1995,1096479382,1880925299,327653257.2,699277401.3,2695245003,680265085.7,1553272042,981437079
Liechtenstein,1996,1134514389,1922622758,333075952.5,691774893.4,2717995175,659551114.5,1589546805,1030916866
Liechtenstein,1997,1211011173,1813070844,306113292.6,619372720.9,2563442673,617450041.9,1506957550,1080012065
Liechtenstein,1998,1280816637,1925987067,321283355.1,692116877.6,2742541906,682309632.1,1604703712,1156378675
Liechtenstein,1999,1397004962,2078575562,346001610.4,727973509.4,2946496054,739125545,1732573952,1257057981
Liechtenstein,2000,1431771696,1899939028,318043021.8,678831486.1,2747178267,695151733.8,1581896007,1263363944
Liechtenstein,2001,1402472974,1913692674,321845845.8,687489228.3,2755926673,678753082.3,1591846829,1247728203
Liechtenstein,2002,1455193313,2078964548,358711873.9,694787419.5,2973606261,730012787.1,1720252675,1255339020
Liechtenstein,2003,1633908380,2385887851,415926357.5,783304639.1,3396302748,811144207.5,1969961494,1406798123
Liechtenstein,2004,1966467205,2656710066,458706282.5,821901857.3,3820531355,933817222.3,2198003783,1624547773
Liechtenstein,2005,2176435179,2781064370,478356983.3,971680350.6,4046135188,986750817.7,2302707387,1883044712
Liechtenstein,2006,2499228182,2934813497,500526342.7,1114812187,4424104115,1074468690,2434287155,2124749752
Liechtenstein,2007,3119848305,3279479164,555191914.4,1234799649,5089173411,1240919183,2724287251,2544953707
Liechtenstein,2008,3521624466,3604052634,620653196.9,1423530312,5620107027,1352169907,2983399436,2929100385
Liechtenstein,2009,2851125059,3300516693,586677243.6,1306146336,4981831948,1129355980,2713839449,2475956140
Liechtenstein,2010,3595546859,3679403638,652160575.4,1341371801,5621057217,1283154395,3027243062,2995265082
Liechtenstein,2011,4155817920,4115473166,741544948.4,1697178786,6348103710,1485926687,3373928217,3620366160
Liechtenstein,2012,4045100238,3936250472,715615169.9,1471517867,6034435862,1437864558,3220635302,3418432715
Liechtenstein,2013,4597234777,4180185872,762643169,1441111244,6391711429,1508342109,3417542703,3826820464
Liechtenstein,2014,4278990347,4332417310,796958460.3,1546956307,6657450230,1589561317,3535458850,3500913734
Liechtenstein,2015,3900027406,4088980491,748026056.9,1445984925,6268513140,1490802170,3340954434,3166479682
Liechtenstein,2016,4100665857,4078197143,748346677.5,1440797377,6237299538,1491893041,3329850464,3382360840
Liechtenstein,2017,4261534613,4308139963,788321440.4,1552963715,6552914195,1600512118,3519818522,3569724096
Liechtenstein,2018,4493943916,4422093730,802733958.4,1542743433,6795680127,1643082173,3619359772,3663100952
Lithuania,1990,3965307403,7709404436,2148347003,3384163134,10239532055,2694378167,5561057433,4857780037
Lithuania,1991,2203377710,6552361112,1183532113,2461460124,9984993223,2137809072,5368828999,1644841122
Lithuania,1992,1397241561,6362229422,1149742439,1283270150,8041460758,1763800350,5212486983,1254161911
Lithuania,1993,4235281377,5993952201,1172490377,1340559914,6896192543,1519016000,4821461824,4876124971
Lithuania,1994,2618448208,5498588345,1366117800,1187021458,6355585148,1400019731,4132470546,3053425249
Lithuania,1995,2489558204,5890503923,1607660885,1524137886,6702339447,1364771339,4282843038,3201860535
Lithuania,1996,3516811538,7398842459,2018634666,1765693216,8385253244,1726365962,5380207794,4296093983
Lithuania,1997,4550836408,8653129180,2444718219,2487044007,10120448562,2265411628,6208410961,5570561023
Lithuania,1998,4397840342,9786772277,2909392998,2735461333,11240554232,2687952572,6877379279,5679519745
Lithuania,1999,3556846654,9726624158,2596636576,2341994449,10973067370,2412332957,7129987582,4652397889
Lithuania,2000,4447941295,10088234790,2585396951,2164654806,11539409955,2209849583,7502837838,5161420920
Lithuania,2001,5396416831,10591872291,2590846045,2330435717,12252709664,2515982083,8001026246,6066015154
Lithuania,2002,6758274362,12140185269,2935354522,2945435763,14275397614,2952665568,9204830746,7568497774
Lithuania,2003,8681211753,15791629749,3676429032,4099224346,18802825980,4054925607,12115200717,9769239912
Lithuania,2004,10722458949,19103792272,4340529215,5136607543,22646695855,5193510583,14763263057,12316162927
Lithuania,2005,14075118284,21744102735,4837379178,6287971933,26141406731,6124238011,16906723557,15965786177
Lithuania,2006,16802049252,25235670596,5777828734,8073323864,30208499370,7851165975,19457841862,19902544305
Lithuania,2007,20008154613,32188743506,6932116880,12757539439,39731586347,11386926542,25256626626,25222851143
Lithuania,2008,27367118145,40081144253,8936863030,13356744259,47895684740,12502767291,31144281222,32909321936
Lithuania,2009,19445689134,33436697978,7950552788,4631683339,37439331822,6698794438,25486145191,20074738665
Lithuania,2010,23747210131,31073287690,7370126526,6704934162,37034461707,6281222612,23703161164,24490970144
Lithuania,2011,31763183099,35106695598,7984070411,9529708656,43466133144,8091879293,27122625187,32933454348
Lithuania,2012,33593207487,34134345946,7495670693,8446194919,42842537129,7466468138,26638675252,33331211223
Lithuania,2013,36592270332,36720625139,7747678981,9046806018,46442055804,8605909031,28972946158,35917645685
Lithuania,2014,35105020902,38154461892,8070059060,9487866566,48526000845,9193373770,30084402832,34221348515
Lithuania,2015,28486923652,33023967782,7129294748,8781389901,41392396558,8151316975,25894673034,28899884667
Lithuania,2016,29074002976,34437250431,7312600690,8249381213,43021972485,8567806560,27124649742,28738662024
Lithuania,2017,35147431539,37463381656,7790043482,9149316090,47750908128,9573932743,29673338174,34009221270
Lithuania,2018,40423281631,41832979589,8814783105,10584096119,53455170034,11014613322,33018196484,39385187188
Luxembourg,1970,1329102911,850647119.5,162373896.6,339925646.7,1509194505,319102367.8,688273222.9,1035389482
Luxembourg,1971,1373239293,967139016.3,188658952,407213093.3,1572374780,408610392.4,778480064.3,1202171184
Luxembourg,1972,1616757243,1189411624,237005567.1,489828310.7,1968745584,501232812.2,952406056.7,1368804279
Luxembourg,1973,2391448008,1504799500,312067432.7,638280045.4,2701868519,675378051.5,1192732068,1874746020
Luxembourg,1974,3351689674,1759246330,386900469.2,609186190.2,3295920925,741635019.7,1372345860,2431022756
Luxembourg,1975,2962541092,2181236428,494524279.2,646213236.6,3233341026,821751971.6,1686712149,2581046680
Luxembourg,1976,3094687243,2346542100,534864499.2,704110941.7,3544278835,808780089.3,1811677601,2641340379
Luxembourg,1977,3376024201,2747894526,638111182.3,698560581.1,3922813879,900868714.4,2109783345,2940464614
Luxembourg,1978,4054918455,3338530509,782768262.5,1063473116,4885067128,1076543108,2555762245,3643838440
Luxembourg,1979,5145427690,3917620420,934871874.3,1099682414,5711530393,1275804869,2982748545,4493133046
Luxembourg,1980,5466055964,4370696193,1065324283,1372153631,6232160504,1548005386,3305371909,5036705252
Luxembourg,1981,4491503539,3808504961,933041607.5,1120734781,5231751444,1218646063,2875463353,4242356192
Luxembourg,1982,4201520208,3396278695,802134379.8,1033246476,4764381394,1090708156,2594144316,3911639837
Luxembourg,1983,4187563405,3278873572,756849406.7,995333872.8,4683620594,911330350.4,2522024165,3820242770
Luxembourg,1984,4602273892,3135279908,723187352.4,991893080.2,4594808558,843916510.3,2412092555,4136396560
Luxembourg,1985,5091911136,3283141207,764083587.6,838958855.2,4738423934,767206469.1,2519057619,4438601440
Luxembourg,1986,6806493393,4559443059,1091007415,1466863880,6921339794,1422662285,3468435645,5899321724
Luxembourg,1987,8235547464,5813036914,1436005707,2077752281,8614329542,2041958425,4377031207,7482824134
Luxembourg,1988,9471500777,6361033037,1545540311,2428634675,9750554943,2319412673,4815492726,8462684543
Luxembourg,1989,10377119935,6465882453,1604583262,2555651812,10391508508,2416031009,4861299191,8950199315
Luxembourg,1990,12938172214,8247063267,2089450781,3349027891,13229111903,3117287130,6157612487,11253765753
Luxembourg,1991,13991621246,8855069522,2190379970,3875294136,14321658800,3634126616,6664689551,12315937934
Luxembourg,1992,15537510381,9759227218,2556203314,3781482221,16066440483,3452813252,7203023904,13023663155
Luxembourg,1993,15986704376,9704280507,2607230412,3909392842,16486412927,3929232594,7097050095,13139503306
Luxembourg,1994,18359734208,10653528720,2816150815,4110949482,18326566839,4123505634,7837377906,14802299024
Luxembourg,1995,22122830640,12676164637,3437358473,4522175494,21588450422,4573406317,9238806165,17732716245
Luxembourg,1996,23196897627,12595176742,3506165950,4256007126,21776159573,4260037010,9089010791,18271918013
Luxembourg,1997,22858530767,11396383540,3211894200,4169591427,19731654627,4067276571,8184489340,18692834193
Luxembourg,1998,25499013188,11557946353,3194986367,4716733273,20208677291,4470680675,8362959987,21564993297
Luxembourg,1999,29090335113,12090601128,3406403247,5154583853,22235282883,5084230048,8684197881,24100225491
Luxembourg,2000,31573086133,11209235912,3155270288,4734380002,21263498508,4522854460,8053965624,26253203540
Luxembourg,2001,31363659386,11636207282,3367219085,4629712486,21272228436,4469209224,8268988197,26357351612
Luxembourg,2002,33528354543,13041546529,3832666333,4651177119,23617403075,4726924024,9208880196,27603675115
Luxembourg,2003,41053608730,16505254030,4954753626,6046290540,29556185286,6097220856,11550500404,34048969142
Luxembourg,2004,53083183401,19015599138,5901989781,7046986149,34686789220,6934681790,13113609357,44458979469
Luxembourg,2005,60380424563,19961075461,6403861364,7832224046,37346465702,7715255186,13557214097,50827257126
Luxembourg,2006,74750069885,21129799523,6726601845,7754765208,42412135455,7485655922,14403197678,61222499161
Luxembourg,2007,93063515081,24180865340,7743455544,9774458606,50885522574,9211447537,16437409796,76133315084
Luxembourg,2008,1.05E+11,27169191556,8787702109,11557334511,55851755415,11154246488,18381489446,87380042087
Luxembourg,2009,84278319964,26516788327,8971165618,8327699240,51367448900,8780724187,17545622708,67755360020
Luxembourg,2010,92868058803,26196346254,9064903993,9517323414,53212476812,9076358940,17131442262,75369252983
Luxembourg,2011,1.07E+11,28816821586,10015475614,11668479458,60004630234,11535335230,18801345972,87282705847
Luxembourg,2012,1.06E+11,28112399948,9866428281,10980321545,56677961787,11121123165,18245971667,88087593005
Luxembourg,2013,1.18E+11,30232141556,10678866027,11741216483,61739352212,11936525793,19553275529,97926858993
Luxembourg,2014,1.41E+11,31498654418,11066308688,13180931221,66103853237,13053905753,20432345730,1.19E+11
Luxembourg,2015,1.28E+11,26934845694,9530356116,11158503856,57744457955,10687306853,17404489577,1.08E+11
Luxembourg,2016,1.29E+11,27668503387,9660315988,11532804067,60691483443,11026806030,18008187400,1.08E+11
Luxembourg,2017,1.40E+11,29677840631,10543692863,11935645340,64181944723,11690032318,19134147768,1.17E+11
Luxembourg,2018,1.50E+11,32923221406,11814848765,12455085538,70919958016,11881263284,21108372642,1.24E+11
Madagascar,1970,242382501.9,1047620775,273695795.3,111788831.2,1052455079,111788831.2,773924979.8,186957926.9
Madagascar,1971,254006027,1161631716,312342550.2,136499733.6,1137955987,136499733.6,849289165.9,230412611.8
Madagascar,1972,266142113.3,1357565452,344109914.6,120014098,1300600232,120014098,1013455538,228477440.5
Madagascar,1973,296681541.9,1640354957,380218916,152532298,1602075480,152532298,1260136041,248575395.9
Madagascar,1974,338726556.5,1886468369,403450609.2,168430371.6,1815059655,168430371.6,1483017759,301836360.2
Madagascar,1975,411958321.5,2270672502,464673833.8,188427119.8,2161066514,188427119.8,1805998669,371524876.5
Madagascar,1976,376425610.7,2107841022,459542718.2,180020531.1,2065269921,180020531.1,1648298304,297854482.2
Madagascar,1977,470788547.1,2283737892,488564292.6,195554785.6,2232898097,195554785.6,1795173599,374442111.2
Madagascar,1978,504686969.7,2650374482,596215325.2,248981597.6,2527114967,248981597.6,2054159157,471366879.8
Madagascar,1979,530916888.2,3483182397,798334938.5,565758212.5,3278519573,565758212.5,2684847459,812084178.5
Madagascar,1980,542954208.7,4120132752,919279147.5,613436703.2,3826178504,613436703.2,3200853604,879474795.3
Madagascar,1981,420419106.1,3643445264,783332101.7,418519946,3402801414,418519946,2860113162,588603422.5
Madagascar,1982,425930569.8,3641491463,704788806.8,303494664.4,3337802722,303494664.4,2936702656,525819227.1
Madagascar,1983,384607899.5,3540004551,633153365,297943253.8,3324506726,297943253.8,2906851186,441187280.4
Madagascar,1984,440206533.4,2887663962,528960226.3,257006914,2782443656,257006914,2358703736,413784049.2
Madagascar,1985,394435041.9,2904300248,510110723.6,247747125,2747957579,247747125,2394189525,460683176
Madagascar,1986,446276699.6,3121724146,526962669,298761729.3,3818428998,298761729.3,2594761477,398170320.6
Madagascar,1987,479142081.2,2499954787,428363594.4,263019721.9,3006705987,263019721.9,2071591192,453866350.8
Madagascar,1988,449921091.1,2301625789,363311660,329422752.4,2862365542,329422752.4,1938314129,442746157.5
Madagascar,1989,508456107,2329641503,400129454.2,339324497.6,2927391924,339324497.6,1929512049,457199970.2
Madagascar,1990,552686780.7,2967732448,449466044.4,530498363.1,3609221121,530498363.1,2518266403,706900236.2
Madagascar,1991,521536695.6,2762333167,420397745.5,221933949.2,3132849595,221933949.2,2341935421,598674128.4
Madagascar,1992,527305240,3008596226,446806445.5,352474864.8,3511106556,352474864.8,2561789781,647178205.8
Madagascar,1993,549448669.8,3367614947,475697287.3,401215851.6,3913223832,401215851.6,2891917660,719778741.1
Madagascar,1994,697982114.5,2916276253,368518625.7,337490561.7,3456058340,337490561.7,2547757628,764389452.7
Madagascar,1995,811543462.6,3089774082,381019048.3,359510811.7,3668341486,356981496.3,2708755034,869249947.9
Madagascar,1996,871191584.2,3779924128,436267850.6,483378020.9,4637844040,479977245.7,3343656277,901197155.6
Madagascar,1997,821413640.2,3470673893,486563817.9,464090224,4116180192,460825146.9,2984110075,931420131
Madagascar,1998,852455150.8,3595554311,535452392.1,559735896,4339993062,555797909.9,3060101918,962030055.8
Madagascar,1999,993550625.2,3536932631,498022827.9,558236726.7,4320178212,554309287.9,3038909803,1053254363
Madagascar,2000,1282091910,3635932143,548133328.7,652928022.2,4501715508,648334388.7,3087798815,1300493255
Madagascar,2001,1393394471,4192690072,719965558.7,842759443,5258509713,836830262.7,3472724514,1417315632
Madagascar,2002,746582731.1,4319166995,660468431,611724063.6,5104912870,607420318,3658698564,952585145.6
Madagascar,2003,1251001252,5588666266,1030961885,921782440.3,6354960759,915297298.8,4557704381,1685294383
Madagascar,2004,1625934800,4269690469,716653090.3,1060797169,5066222723,1053333998,3553037379,2003960537
Madagascar,2005,1512931514,4950924519,811162955.1,1162944890,5849435651,1154763065,4139761564,1991356878
Madagascar,2006,1733877139,5174957540,867191312.7,1450512055,6402803753,1440307070,4307766228,2177831853
