Country or Area,Year,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Construction (ISIC F),Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),Total Value Added,"Transport, storage and communication (ISIC I)","Wholesale, retail trade, restaurants and hotels (ISIC G-H)"
Nauru,1979,2442821.429,1454603.716,696420.1939,12222489.28,11254792.65,41002580.32,7174206.866,6453666.38
Nauru,1980,2519524.372,1500233.991,718377.5366,15125696.25,11608201.3,44809622.51,7399600.272,6656366.326
Nauru,1981,2999337.236,1785865.27,855297.0901,12805358.85,13819045.61,48143537.07,8809908.677,7924021.431
Nauru,1982,2894268.763,1723312.761,825151.3023,11695346.07,13334827.69,45795605.15,8501638.083,7646211.778
Nauru,1983,2576197.621,1534108.099,734270.2582,13346089.03,11869193.67,43696738.37,7565292.367,6805857.584
Nauru,1984,2690903.402,1602500.471,767010.355,11487738.33,12397609.82,43188640.85,7900658.689,7109230.14
Nauru,1985,2128772.711,1267377.148,607339.9239,10414506.65,9807942.625,35495412.04,6252533.882,5624279.017
Nauru,1986,2133772.141,1270241.186,608878.1614,10653252.82,9831790.769,35797991.17,6271566.856,5637367.402
Nauru,1987,2416647.761,1438955.874,688211.57,11393280.96,11133731.04,39866192.64,7100114.831,6383462.169
Nauru,1988,2671843.687,1592007.761,760495.8688,14692255.3,12308935.41,46158852.52,7835579.11,7058231.254
Nauru,1989,3057277.551,1821174.34,871705.6031,13091020.59,14085240.35,49101788.45,8967960.536,8079115.08
Nauru,1990,3480221.536,2069023.228,997480.4653,12227927.47,16036121.22,53250482.02,10240965.4,9196223.17
Nauru,1991,3421887.47,2036159.784,977342.3944,9132678.268,15773575.06,49496363.21,10092490.85,9039571.777
Nauru,1992,2897264.957,1727034.758,816786.5173,11893648.75,13339204.81,45997582.83,8494947.423,7645482.13
Nauru,1993,2359143.456,1410530.002,669770.6996,11781755.25,10866120.39,39508246.52,6855527.146,6235170.275
Nauru,1994,2473983.505,1471715.426,711481.1969,10365103.54,11400545.79,39525147.19,7265231.911,6548567.021
Nauru,1995,2420615.515,1424781.093,711893.8943,9024173.991,11161826.72,37661839.13,7236088.085,6394353.731
Nauru,1996,2255602.712,1348173.122,632940.9248,9690164.572,10418079.66,36391570.83,6729231.347,5950319.413
Nauru,1997,2068256.171,1243580.875,545403.6723,9210473.66,9465919.043,33304914.72,5887665.692,5429019.282
Nauru,1998,1533352.529,930606.6295,450515.9162,7793650.069,7077021.287,25674960.76,4256232.822,4084097.427
Nauru,1999,1217804.445,705675.667,373077.196,11422230.39,5625590.503,25986544.08,3766966.676,3248276.396
Nauru,2000,1230502.195,684861.8605,402791.1983,8393896.778,5692745.358,23228446.53,4009525.788,3216914.55
Nauru,2001,1373939.489,883057.5515,293826.1676,4408669.51,6397604.79,20721253.41,4058016.207,3599965.864
Nauru,2002,1600648.715,988333.7295,299403.0358,3496533.261,7021023.736,20777873.61,3564766.749,4106567.422
Nauru,2003,1880471.081,1197431.764,852310.7371,3461331.451,9063744.469,25509475.07,4513659.159,5392837.15
Nauru,2004,1993009.757,794262.1911,2220992.423,-1279644.641,13870171.23,27622673.98,6927731.333,5317144.113
Nauru,2005,2046624.343,878215.6694,931672.2754,-2581190.402,14555470.14,26285376.82,6254422.898,5131834.173
Nauru,2006,1972931.024,1965400.753,-248498.9458,-1430751.506,14887345.93,25399604.37,2929275.452,5075402.711
Nauru,2007,2142129.452,1071064.726,158986.1703,3004001.849,10242056.44,23119936.24,-292869.2611,6953553.027
Nauru,2008,2180881.775,1836973.495,5955484.848,13974419.38,11130885.06,41537409.81,5125072.172,7289177.933
Nauru,2009,2207163.233,1825004.228,13484753.47,25893222.39,12213489.84,54235382.07,5007062.883,7089439.503
Nauru,2010,2596742.069,2080151.6,8939124.157,24756211.67,17435528.69,61587408.85,7929259.074,6789515.747
Nauru,2011,2698358.221,2617109.134,20483029.13,45171383.43,21706613.48,103422913.7,23393910.12,7835537.221
Nauru,2012,2687143.54,2627032.815,40831895.75,61417972.35,20275389.42,120539101,22479647.79,11051916.14
Nauru,2013,2974536.405,3223558.675,27546311.88,43403312.87,21838812.34,114693990.2,18882052.76,24371716.22
Nauru,2014,3128277.294,4574139.088,15805279.58,32940906.05,26620708.65,132280153.8,28506670.63,36509452.1
Nauru,2015,2470192.362,2904781.974,24030123.95,39125548.03,19250371.46,103184827.4,19510074.36,19923858.47
Nauru,2016,2907506.218,3596583.953,23389226.22,39769363.06,22880191.22,118689457.5,22545548.55,26990264.48
Nauru,2017,3182242.037,4108494.207,24234011.32,42501866.81,25634236.41,132445057.9,26254592.03,30763625.62
Nauru,2018,3023730.03,3733615.997,25576507.27,43195952.12,23905433.08,125186018.7,24089084.28,27238203.19
Nepal,1970,692568712.4,41545007.07,38305053.69,42894942.08,136309868.3,986713571.8,27259741.8,46135300.1
Nepal,1971,705666658.5,29211321.51,39813877.29,42557634.62,145346717.7,996421161.6,33222797.05,40416032.01
Nepal,1972,831035676.2,32240656.59,48477552.1,52214303.41,154650823.3,1153690171,40463679.21,43085032.4
Nepal,1973,743830695.7,32010672.8,45696857.49,50568826.29,157851422.7,1073188322,47636050.41,41290654.33
Nepal,1974,992471215.2,33817097.35,59827448.59,64559847.17,169593722.6,1363463738,57446566.1,45575290.06
Nepal,1975,1070691595,34248105.52,65302433.32,70412984.42,192406409.7,1513256240,59184667.01,86312477.91
Nepal,1976,947396381.5,37126752.64,59731703.04,64639376.48,190265109,1385044437,60778575.84,84838241.6
Nepal,1977,856241932,52742740.48,63713816.56,68931572.8,219959245.2,1351683760,64327138.64,89481130.48
Nepal,1978,988160041.9,71411239.75,70945401.02,76511292.35,249427975.2,1573357187,85177078.49,102669559.6
Nepal,1979,1147414876,83972561.75,76468122.25,83314958.92,264454056.8,1783414615,98151737.42,106106424.3
Nepal,1980,1160721970,84565055.75,84403493.42,92922687.92,298169420.8,1887862646,121195374.4,130288137.1
Nepal,1981,1295264495,103426918.6,90259952.12,100363474.3,344730350.9,2124159297,144514197.1,135859860.5
Nepal,1982,1378034876,114299864.9,101560128.5,112722826.9,366645820,2255476428,141951595.9,141821444.8
Nepal,1983,1351560405,105628357,108616920.4,123240543.2,381369012,2244909620,138139895.6,144971406.5
Nepal,1984,1412699784,101158866.1,119389799.9,135768528.6,376289108.6,2329839248,141512684,162410277.4
Nepal,1985,1285128367,133228849.8,148913799.4,169418591.8,457264667.7,2623216736,138566988.3,439609272
Nepal,1986,1316836952,138527930.1,165807166.7,192011109.1,455130182.8,2705506406,137276234.9,465723997
Nepal,1987,1445913570,152915804.4,185480928.9,215529860.5,518792780.6,3038653219,155714477.7,549786725.1
Nepal,1988,1625899447,174930016.6,214428260.3,247028354.9,570543960.2,3403652128,172225747.9,613024601.4
Nepal,1989,1613118382,195674648.5,193305117.1,225800855.7,611007773.9,3395372155,164255082.1,585515413.6
Nepal,1990,1770412389,196817694.4,219446614.4,252454063.6,626493468.8,3659291136,183938505.5,629175014.7
Nepal,1991,1531112237,192198204.5,229286441.4,266674138.5,602505996.4,3367727998,166181978,609055443.8
Nepal,1992,1571380450,223469262.4,324799808.2,372669166.8,628603189,3667090803,189073692.7,681895042.8
Nepal,1993,1485554288,230287294.1,325426927.3,376036643.3,678476387.4,3677270219,210063927.6,696851678.7
Nepal,1994,1680751064,256737045.9,391260908.6,455847674.5,764467552.6,4199957999,241207555.8,800947106.4
Nepal,1995,1698880202,287651357.7,407790570.7,485632450.7,815098081.7,4366257317,254537101.6,824458123.3
Nepal,1996,1760829046,297491891.4,428815188.6,517349658,847077616.9,4565842763,264658429,878436121.5
Nepal,1997,1931978481,326055770.1,462911649.1,567366865.7,941567509.6,5007419253,314238848.3,926211778.3
Nepal,1998,1756634453,298638404.4,442624904.4,534128393.3,935731437.9,4746361869,323258589.6,897970590.6
Nepal,1999,1998467807,315054638.7,481064641.6,575164587.3,1001987845,5244504946,340652579.9,1013177489
Nepal,2000,2103106396,339862590.7,510653886.4,621916491.2,1059039452,5574466278,389433983,1061107365
Nepal,2001,2076405034,341369660.1,512466769.2,640109140.5,1153538428,5676574215,419278378.4,1045873574
Nepal,2002,2132732543,370298560.8,484561353.6,629493171.7,1197037455,5701992135,448904952.1,923525453.1
Nepal,2003,2269499802,406551241.4,509914130.5,690592860.1,1334472660,6219298628,516957600.5,1001224465
Nepal,2004,2526346051,451373375.3,565647693.1,762204406.2,1466138412,7030923064,628216920.2,1196643899
Nepal,2005,2793540477,513457806.4,628923529.6,846526219.9,1822710057,7938886608,719324622.6,1243327425
Nepal,2006,2909801486,562870716.7,657547957.3,881668144.5,2098340028,8663266051,841859528.2,1368726146
Nepal,2007,3415236108,679048126.6,785545108.7,1060452772,2751877201,10500093522,1047278043,1546201272
Nepal,2008,3543362873,775984585.8,819719188.3,1100589657,2977450591,11172936667,1101148703,1674400256
Nepal,2009,3990451332,821685974.1,843678040,1097798553,3219607508,12103267718,1193939718,1779784634
Nepal,2010,5401887208,1054961935,968082395.3,1257043880,3817976977,15268004130,1300859012,2435275118
Nepal,2011,6459727101,1207187247,1087962713,1398118076,4227911375,17429623075,1429802756,2706876520
Nepal,2012,5942532963,1156606284,1070038343,1371511288,4342637036,16872425251,1436135999,2623001682
Nepal,2013,5747885153,1177374722,1078700982,1402619901,4360488924,16995053767,1513388056,2793297011
Nepal,2014,5974128620,1269596524,1135276338,1460455973,4955157949,18307627285,1564992423,3083295796
Nepal,2015,6112001552,1360175941,1161865572,1493156579,5454677675,19253962732,1611012974,3222938011
Nepal,2016,6116182396,1316008374,1126491919,1432031445,5807849153,19347934292,1558940700,3116922224
Nepal,2017,6930149603,1677321193,1280830402,1709891651,7668123086,23374662071,1765244207,3623932332
Nepal,2018,7038963688,1893437343,1388758833,1850117536,8478442872,25083655886,1812582272,4010112175
Netherlands,1970,1972312304,3095773943,8662969890,9861153801,12067999898,34951672393,2953278174,5001154273
Netherlands,1971,2140768957,3604175301,9774011993,11237265888,14449571607,40517578039,3373324799,5712471488
Netherlands,1972,2596979779,4299453287,11825146143,13737994403,18418716154,49869135020,4015702114,6800289282
Netherlands,1973,3359442028,5478644858,15114652582,17632270412,24758249053,65436991712,5275211558,8933173803
Netherlands,1974,3525050974,5966573094,20552937973,23911910922,30237788994,80206118464,6150086636,10414707845
Netherlands,1975,4337265235,6752826991,19208612941,24339804920,37305053930,91652813309,7023720017,11894142217
Netherlands,1976,4716769775,7131629783,20406888446,26612383213,40844089768,99402980629,7461915460,12636192630
Netherlands,1977,4647888239,8129379461,22309018861,29816901420,48861132162,1.15E+11,8821169053,14937979862
Netherlands,1978,5505208611,9913187278,26580671637,35209273208,61822648020,1.42E+11,10921235231,18494301399
Netherlands,1979,6284764066,10797422172,30669495629,41298314373,72200913494,1.64E+11,12398366905,20995698639
Netherlands,1980,6723288844,12051298859,31868706664,45259463940,78019962294,1.78E+11,13376602456,22652230796
Netherlands,1981,6347181090,9080009727,26008817875,39577672019,65146834087,1.50E+11,11082319722,18767143739
Netherlands,1982,6298574025,8088799440,24829208494,37510310972,64540024827,1.45E+11,10720603705,18154492730
Netherlands,1983,5833850615,7338914931,23680294924,36050320957,63532618953,1.41E+11,10503136600,17786156330
Netherlands,1984,5437293019,6603009687,23805246466,35783623287,57735362077,1.32E+11,9878087991,16728131658
Netherlands,1985,5465314441,6420933437,23154473842,36080080085,57404068204,1.32E+11,9976187724,16893576481
Netherlands,1986,7880061843,9302542123,33243583363,46126683573,81832803747,1.85E+11,14858875402,25161914264
Netherlands,1987,9499460432,11826597111,41220596888,52950236948,1.02E+11,2.27E+11,18584401298,31474402260
Netherlands,1988,10029859002,13870355224,44510904093,55838267760,1.09E+11,2.42E+11,19822463587,33563090606
Netherlands,1989,10706000340,13608771635,43880137479,54883057658,1.06E+11,2.39E+11,19841848465,33600219069
Netherlands,1990,12772073094,16245985561,53162463703,67419836839,1.30E+11,2.93E+11,24806008564,42026125412
Netherlands,1991,12773834420,16290804928,52413396398,68376493149,1.35E+11,3.02E+11,25712206188,43504070947
Netherlands,1992,13206462687,18224469574,56634666257,72347179007,1.53E+11,3.34E+11,28530745884,48332594463
Netherlands,1993,11263782982,17584191181,54325730482,69139056229,1.52E+11,3.25E+11,27687525755,46973638793
Netherlands,1994,12180842107,18496127731,57633786969,72928810114,1.64E+11,3.47E+11,29647177045,49964246543
Netherlands,1995,14040169891,21326510258,69415807698,87532155945,1.95E+11,4.11E+11,34515760762,58688733615
Netherlands,1996,12961640955,20796662726,66155870346,85861067743,1.95E+11,4.07E+11,34119075453,58143076977
Netherlands,1997,12370013715,18661746245,59310110493,76079028930,1.80E+11,3.76E+11,33480238891,55311003531
Netherlands,1998,11199997288,19656095220,62053228378,78272228616,1.89E+11,3.95E+11,37024867051,59880326702
Netherlands,1999,10410948256,21238462288,60926207316,75546494147,1.94E+11,4.00E+11,37568693035,61569700229
Netherlands,2000,9572500482,19947469483,55608028063,70588668856,1.80E+11,3.74E+11,35149226745,58429105684
Netherlands,2001,9592755322,21139855572,56588307935,73266458466,1.84E+11,3.85E+11,36877522349,60550688584
Netherlands,2002,9799052909,23421919875,59153829382,76317230064,2.05E+11,4.22E+11,40530734976,67158146035
Netherlands,2003,11921662163,28268661573,70476966182,91991937858,2.56E+11,5.18E+11,50658317352,78675295629
Netherlands,2004,12265246193,31447852837,80615621488,1.05E+11,2.92E+11,5.87E+11,57629770353,88924897407
Netherlands,2005,12728199771,33206486594,84277222305,1.11E+11,3.03E+11,6.11E+11,60197482963,91149330946
Netherlands,2006,14269749490,35789158963,87475132479,1.20E+11,3.24E+11,6.53E+11,64321131042,95416012854
Netherlands,2007,15398881114,42469760996,1.02E+11,1.37E+11,3.75E+11,7.56E+11,75414962960,1.11E+11
Netherlands,2008,15500793900,48831455818,1.09E+11,1.55E+11,4.23E+11,8.47E+11,82545902276,1.22E+11
Netherlands,2009,13482099776,46560129429,91172612913,1.30E+11,4.06E+11,7.80E+11,73093679736,1.11E+11
Netherlands,2010,15056057219,39979076637,88627835765,1.27E+11,4.00E+11,7.61E+11,71145432942,1.08E+11
Netherlands,2011,14275283246,41417644273,97669405551,1.40E+11,4.27E+11,8.15E+11,74879553225,1.17E+11
Netherlands,2012,13922766396,35017633385,90064983025,1.33E+11,3.97E+11,7.58E+11,69622826015,1.10E+11
Netherlands,2013,15704515440,34032646242,90218643864,1.36E+11,4.15E+11,7.91E+11,72979260327,1.18E+11
Netherlands,2014,15488289692,34338522683,92311480228,1.30E+11,4.27E+11,8.02E+11,75526971672,1.20E+11
Netherlands,2015,13195676532,29272708555,82662074211,1.10E+11,3.64E+11,6.89E+11,66692621665,1.06E+11
Netherlands,2016,13841276310,31180204318,85021032506,1.07E+11,3.71E+11,7.02E+11,68667685669,1.10E+11
Netherlands,2017,15473243074,33856544859,92162779420,1.14E+11,3.93E+11,7.47E+11,73700459582,1.18E+11
Netherlands,2018,14909550686,39467499718,1.02E+11,1.24E+11,4.30E+11,8.18E+11,80557286179,1.29E+11
New Caledonia,1970,16269743.02,14734861.6,122335000.1,128217061.8,77130266.79,378313610.6,11665098.77,130296578.6
New Caledonia,1971,22345935.67,32088763.63,121671136.9,129606426.9,100387874.6,436828282.1,12354819.55,140044461.7
New Caledonia,1972,23590781.18,68742794.39,179767863.1,193079959.8,108340826.3,511577328.9,18091357.63,99731609.63
New Caledonia,1973,19568114.21,69956625.19,173127224.8,190240071.2,135804686.7,548166296.4,22220790.47,110376008.6
New Caledonia,1974,19662156.21,86074773.32,218557262.2,235237534.2,150476617.9,643721400.1,27488174.23,124782144.2
New Caledonia,1975,24393189.35,110199216.3,261395928.6,282670998.5,200496361.7,816652156.6,33503744.02,165388646.8
New Caledonia,1976,27252638.08,92253862.67,252317076.5,271340983.1,231831563.1,798313552.7,29807572.89,145826932.9
New Caledonia,1977,27435245.18,89570310.86,256241384.2,274330064.8,251618472.6,837620086.5,31901447.88,162764545.1
New Caledonia,1978,26762119.34,94569237.75,138868101.1,158220671.9,350174288.3,846004701.6,29345711.92,186932672.4
New Caledonia,1979,30250945.97,106524698.6,229777911.8,253177147.8,402324653.7,1047225696,35796952.73,219151297.5
New Caledonia,1980,35390485.22,107759406.8,256454111.9,286638199.9,456627069.7,1182476941,44189296.55,251872482.3
New Caledonia,1981,14461958.21,54973657.8,201708389.8,225309010.2,390695519,974628707.8,43395994.97,245792567.6
New Caledonia,1982,15231067.71,56756649.03,154494912.7,171993903.1,383145040.2,904599891.4,39843468.89,237629762.5
New Caledonia,1983,15551841.31,38175981.67,118951740.2,135679892.5,378981413.5,823857891.1,35484178.05,219984584
New Caledonia,1984,14173098.36,33362164.48,142196707.1,157873966.4,367229258.1,796066180.4,26602880.44,196824812.6
New Caledonia,1985,15798729.8,29069417.98,172837247,192663704.2,384574504.9,854820851,29020448.65,203694045.5
New Caledonia,1986,22480955.09,53188780.36,156374061.3,186462489,562270048.1,1201321571,55340789.83,321578508.4
New Caledonia,1987,28878488.85,63887708.85,183409515.4,223332470.6,708355658.2,1488093158,68645888.26,394992943
New Caledonia,1988,33007742.5,98903199.35,581841095.6,634681182.4,792832125.5,2072775434,81305225.3,432045958.8
New Caledonia,1989,38887106.44,99834089.94,613624919.3,662891116,805534642.9,2185082976,98644459.99,479291560.9
New Caledonia,1990,50825766.7,142932318.1,423312377.3,487521319.8,1125732149,2529430336,140972819.1,581445963
New Caledonia,1991,49764174.93,151008194.7,476907488.8,534645629.4,1186765906,2653790387,141396544,590209938.4
New Caledonia,1992,53350039.24,160112454.7,428971717.6,495869653.9,1357137726,2923893835,164933178.8,692490781.9
New Caledonia,1993,55056091.98,178696788.2,392763886.4,443439964.7,1334845585,2822340958,167469968.3,642832560.3
New Caledonia,1994,57436551.56,182305080.8,425563438.8,470290246.4,1439717796,3038728409,190537190.9,698441543.2
New Caledonia,1995,65242205.23,208563496.1,532725028.9,588193574.9,1730080920,3628407615,230380683.5,805946734.8
New Caledonia,1996,62488302.94,180368852.4,513216905.1,572393715,1724997559,3606968487,243351729,823368328.8
New Caledonia,1997,59365881.61,258194469.2,469273159.4,558793139.6,1733860669,3250988755,241232788.8,399541806.4
New Caledonia,1998,78823413.87,307451308.9,304595732.7,388449734,1858089813,3296440682,237804335.5,425822076.6
New Caledonia,1999,78905086.32,310136807.8,402117747.2,478660502,1809634319,3361506666,264288292.3,419881658.7
New Caledonia,2000,74702720.15,287557257.1,470244887.4,535279806.2,1649366143,3165574959,230217513,388451519.8
New Caledonia,2001,77764981.76,284967793.3,332405309.6,395030929.7,1673894925,3058136047,221427317.5,405050099.1
New Caledonia,2002,70368096.74,321165249.2,415518311.4,479529745.6,1855442763,3436324234,249752956.3,460065424
New Caledonia,2003,85504890.97,419417161.9,647663183.6,726465276.5,2364914942,4517604561,333579353.7,587722936.6
New Caledonia,2004,105146866.3,483798158.5,883048672,980770370.7,2742433008,5411331261,411185305.1,687997551.6
New Caledonia,2005,96574500.68,508342243.3,917442124.5,1019456561,2974144464,5741050284,429796650.2,712735863.9
New Caledonia,2006,120432061.7,653219886.1,1181340127,1293193927,3191680910,6474074832,452419186.9,763128859.9
New Caledonia,2007,112044959.3,754677682.4,1919915439,2050724402,3767263731,8179740809,553033457.8,941996576.5
New Caledonia,2008,125318030.5,973955186,1060569352,1187274486,4310490975,8291379204,618353459.5,1075987067
New Caledonia,2009,122817040.8,894399092.8,933467717.3,1064177645,4278549893,7996786328,603887315.2,1032955341
New Caledonia,2010,125803547.7,939181474.1,1372829133,1508366224,4383468405,8642631585,628140942.7,1057670991
New Caledonia,2011,141446101.2,1161775509,1308580300,1454383248,4932335752,9519222428,657581084,1171700734
New Caledonia,2012,158847745.3,1150416007,928677345.6,1049980043,4791079707,8862267850,629598255.2,1082346092
New Caledonia,2013,173873345.1,1230721089,906273226.3,1061064676,5054332470,9319909488,679460137.4,1120457772
New Caledonia,2014,188250529.4,1171184681,1179756684,1370575479,5209498749,9794130707,681468695.4,1173152573
New Caledonia,2015,165823242.8,993396655.7,767989688.6,938274043.2,4402894281,8073580707,608551412,964641072.6
New Caledonia,2016,161314807.1,1034569916,863960106.1,1021884463,4472247577,8284289253,601584350.3,992688139.7
New Caledonia,2017,171984006.7,1067078215,928852093.5,1102014396,4695365126,8710828371,631728533.8,1042658094
New Caledonia,2018,186533050.3,1156332538,955367324.1,1142770125,5070208344,9364893540,688365846.7,1120683636
New Zealand,1970,773539290.3,434266430.2,1566785179,1765002776,1777027608,6276246945,555416952.6,970993889.4
New Zealand,1971,888023632.8,513282202.1,1983858423,2247313004,2166686818,7686741650,705195237.8,1166240756
New Zealand,1972,1239422400,639432000,2291198400,2593584000,2609121600,9290289600,807955200,1400774400
New Zealand,1973,1486131895,884893146.3,3002122147,3345493260,3524643406,12294857381,1066757689,1986937985
New Zealand,1974,1164379348,1097284260,3631521665,4008931538,4242366533,13906854906,1251043838,2142849389
New Zealand,1975,1357671751,1123383263,3182718999,3578005730,4373385110,13511837621,1179852796,1899538972
New Zealand,1976,1498673301,993144724.4,3425254651,3913865933,4190513461,13722911572,1275763063,1850951089
New Zealand,1977,1435487989,987079976.4,3784291866,4429727642,4755842561,15014874371,1411223486,1995512715
New Zealand,1978,1646576978,1105321825,4631775415,5358633388,5896777879,18184928862,1725380410,2452238383
New Zealand,1979,2414914630,1141540263,5263144453,6184961210,6611122615,20906436132,1965247919,2588649495
New Zealand,1980,2336657967,1276931469,5832391792,6839521570,7474578258,23200997408,2123349049,3149959094
New Zealand,1981,2167774844,1472941851,6623901045,7693475428,8180986217,25099865994,2201605664,3383081990
New Zealand,1982,1786721531,1445285875,6627603765,7750964593,8059382295,24586368857,2217455743,3326558819
New Zealand,1983,1836617436,1407026672,6397094198,7492116380,8003215812,24383117478,2280238381,3363902798
New Zealand,1984,1969396129,1361683795,6100366076,7123613057,7683139246,23299418801,2143433151,3018153423
New Zealand,1985,1741152457,1351703653,5514555526,6681419265,8312853912,23530516505,2089086414,3354300803
New Zealand,1986,1802253078,1632899830,6486647534,7881198349,10543285045,29121963526,2919252738,4343074485
New Zealand,1987,2346330637,1927933147,7463880760,9149863313,13922781370,35874781716,3730760133,4797113116
New Zealand,1988,2991350568,2151466331,8611761546,10608615802,17351929730,43246831735,4514541560,5628927745
New Zealand,1989,3003920107,2114046900,8264218984,10182111037,16743729872,41301359828,4179055088,5078496824
New Zealand,1990,2719240506,1864928877,8078972122,10186115050,17642251040,42175074225,4169541881,5592996872
New Zealand,1991,3018723527,1563875307,7829183205,9824551958,17455294327,40729404673,4132068914,4734890639
New Zealand,1992,2825772665,1464718125,7536826086,9457556565,16660832979,39098896672,3953181299,4736835038
New Zealand,1993,3348260122,1642247016,8197184925,10223649654,17670772434,42476862276,4185865544,5406067506
New Zealand,1994,3495952715,2103738167,9915081633,12153416351,20541093948,49753289067,4999639297,6459448589
New Zealand,1995,4073820497,2629477889,11178726187,13615931298,24437016994,58481766897,6093012777,7632507443
New Zealand,1996,4473321087,3029870828,11576471073,14385700219,27867525634,64309145804,6418542150,8134185885
New Zealand,1997,4211790700,3069251559,11311666451,14127020423,28384956788,64222865660,6273386210,8156459980
New Zealand,1998,3400510014,2410813333,9025562704,11203537715,24194310270,53189372046,5112808383,6867392331
New Zealand,1999,3760556589,2740771542,9322010178,11675400996,25270241725,55748954876,5219584807,7082399217
New Zealand,2000,4220976997,2334689569,8441045378,10508601757,22556853825,50716690032,4606230306,6489337577
New Zealand,2001,4318653243,2305411699,8219440105,10199470941,22390743601,50434874607,4459063073,6761532051
New Zealand,2002,3659251477,2799475378,9723008569,12116414331,26498123624,58092004676,5358916439,7659823428
New Zealand,2003,4806924164,3952153402,12350043866,15563563838,36028123079,77946150941,7162769940,10432616518
New Zealand,2004,5496853551,5309272512,14913024000,18819747120,44359932940,95079724776,8638670243,12455248411
New Zealand,2005,5182804738,6131917737,16662988307,21334623877,50602227103,1.06E+11,9538304005,13633290061
New Zealand,2006,5558813268,6247504319,14845766699,19400725214,50144749737,1.03E+11,8506177512,13172026959
New Zealand,2007,8323808476,7865212635,16909986687,23645613094,60696335370,1.27E+11,10424971149,15975156705
New Zealand,2008,6673101214,7314123787,16521794516,23627164242,61681553628,1.23E+11,9220322491,14865819536
New Zealand,2009,6978673527,6553281773,13070333412,19441839854,57126801831,1.12E+11,8637763832,13711232001
New Zealand,2010,9651011334,7583760959,15886628183,23479035710,67678851838,1.35E+11,10517109260,16145304685
New Zealand,2011,10575040987,8600022127,18418235886,26795475886,77716202157,1.54E+11,12194556453,18442726120
New Zealand,2012,9720618070,9438673155,18691813593,27517175539,82053261897,1.61E+11,12928956756,19561143747
New Zealand,2013,13427007490,10257436615,19541450039,28562220966,87676972994,1.75E+11,13762416155,21278358478
New Zealand,2014,9617288389,11562646904,22252578602,31523933302,93399607333,1.84E+11,14895888062,23029062854
New Zealand,2015,7961784550,10647326488,20035216792,27043009815,83034223051,1.62E+11,13369828623,20366463850
New Zealand,2016,10484328501,11738744540,19000713527,26215346061,88320077966,1.72E+11,13201301752,21865961261
New Zealand,2017,11944650036,13173149228,21042222999,28793349478,95989910533,1.88E+11,14060596013,23845247470
New Zealand,2018,10999928668,12925109001,21920365184,29928890397,97335189810,1.90E+11,14826293958,24050491055
Nicaragua,1970,167213729.4,50428890.4,188450777.6,210706924.6,413310558.1,1138605593,120163394.2,176781125.9
Nicaragua,1971,177037356.5,54764427.83,204873312,227588053.5,439462088.9,1212345641,126887019.8,186606694.1
Nicaragua,1972,189369422.4,59682307.42,222127139.8,251252983.2,428212694.1,1273322203,140908363.2,203896918.3
Nicaragua,1973,233671932.9,90964866.27,274060752.8,297090232.2,528026580.4,1592236996,179078648.5,263404735.4
Nicaragua,1974,317905926.4,183033539.7,366145695.5,395134688.5,743474787,2247213286,247173676.3,360491153.1
Nicaragua,1975,307761040.5,175729513,417329689.6,458552720.9,789145941.9,2347083026,248444152.8,367450142
Nicaragua,1976,360525123,200376174.6,456248101.8,510108928.7,916198929.2,2721922119,289072709.9,445639768.7
Nicaragua,1977,443489470.2,206079730.9,511707943.2,579931754.4,1086743171,3288650721,384719984.2,587687096.1
Nicaragua,1978,457354066.6,124893468.4,534237791,601919538.7,969680748.4,3022772700,326257683.6,542667679.2
Nicaragua,1979,375108932.5,39032632.61,446807136.9,503973680.8,677496799.2,2090188815,221575723.8,273000328.8
Nicaragua,1980,351431055.8,104124850.3,531829778.7,598631179.3,760299123.9,2458734684,288520951.8,355727808.9
Nicaragua,1981,371924566.1,134464441.1,671311565,760309272.9,989434783.7,3046514422,353976923.1,436404435.3
Nicaragua,1982,416190183.1,132882552.5,695714410.4,783756916,1013102440,3189675004,377877961.7,465865219.4
Nicaragua,1983,486510800.7,179466204.6,698451299.6,791473386.1,1091491824,3435525976,398256598.9,488327161.7
Nicaragua,1984,533915324.6,196358490.9,746033323,831506926.5,993386978.7,3421664326,398373564.1,468123415.1
Nicaragua,1985,502377251.9,249139654.8,804346217.5,882957090.2,959927658.3,3362239425,313628036.5,454209805.8
Nicaragua,1986,446830069.7,178421498.1,815582283.9,892092908.6,905383530.6,3361443138,301427368.7,637287762.2
Nicaragua,1987,630189880.9,156393254.9,560152144.2,604573448.5,922107649.2,3346508801,272857672.7,760386901.4
Nicaragua,1988,569603879.8,156494962.3,478750127.9,523696603.1,837491911.6,3066638551,263183466.9,716167726.9
Nicaragua,1989,646076196.3,138410405,488219322.9,541874729.2,876053826.1,3106820946,265694633.1,638711156.3
Nicaragua,1990,627700014.6,144374667.1,485824850.4,538707288.7,1006256608,3198781987,276147598.9,605595816.6
Nicaragua,1991,627071582.9,122359521.2,528414980.3,582793595.5,1017851814,3297796353,284370096.7,663349742.7
Nicaragua,1992,677724149,129040118.8,534373408.4,595722015.6,1122668511,3487559281,304464792.4,657939693
